PROV_CODE,MUN_CODE,BGY_CODE,DATE,RAB_ANIMBITE_M,RAB_ANIMBITE_F
RIZAL,ANGONO,Poblacion Itaas,03/01/2023,0,0
RIZAL,ANGONO,San Pedro,03/01/2023,6,8
RIZAL,ANGONO,San Roque,03/01/2023,32,32
RIZAL,ANGONO,San Vicente,03/01/2023,23,34
RIZAL,ANGONO,Santo Niño,03/01/2023,2,5
RIZAL,TAYTAY,Muzon,03/01/2023,33,28
RIZAL,TAYTAY,San Isidro,03/01/2023,41,29
RIZAL,TAYTAY,Santa Ana,03/01/2023,81,89
RIZAL,CAINTA,San Isidro,03/01/2023,10,9
RIZAL,CAINTA,Santo Niño,03/01/2023,11,13
RIZAL,CAINTA,Santa Rosa,03/01/2023,5,2
RIZAL,CAINTA,San Roque,03/01/2023,32,37
RIZAL,CAINTA,San Andres (Pob.),03/01/2023,99,134
RIZAL,CAINTA,Santo Domingo,03/01/2023,62,66
RIZAL,CAINTA,San Juan,03/01/2023,132,160
RIZAL,TAYTAY,San Isidro,04/01/2023,30,51
RIZAL,TAYTAY,Dolores (Pob.),04/01/2023,62,89
RIZAL,CITY OF ANTIPOLO,San Jose (Pob.),04/01/2023,2,1
RIZAL,CITY OF ANTIPOLO,San Luis,04/01/2023,2,0
RIZAL,CITY OF ANTIPOLO,San Roque (Pob.),04/01/2023,1,3
RIZAL,CITY OF ANTIPOLO,Santa Cruz,04/01/2023,1,1
RIZAL,CITY OF ANTIPOLO,Beverly Hills,04/01/2023,1,0
RIZAL,CITY OF ANTIPOLO,San Juan,04/01/2023,3,3
RIZAL,CITY OF ANTIPOLO,Calawis,04/01/2023,1,1
RIZAL,CITY OF ANTIPOLO,Muntingdilaw,04/01/2023,0,1
RIZAL,CITY OF ANTIPOLO,Bagong Nayon,04/01/2023,1,2
RIZAL,CITY OF ANTIPOLO,Cupang,04/01/2023,1,1
RIZAL,CITY OF ANTIPOLO,Dalig,04/01/2023,0,1
RIZAL,CITY OF ANTIPOLO,Dela Paz (Pob.),04/01/2023,0,2
RIZAL,CITY OF ANTIPOLO,Inarawan,04/01/2023,1,1
RIZAL,CITY OF ANTIPOLO,Mambugan,04/01/2023,1,1
RIZAL,CITY OF ANTIPOLO,Mayamot,04/01/2023,1,3
RIZAL,CITY OF ANTIPOLO,San Isidro (Pob.),04/01/2023,0,4
RIZAL,ANGONO,Bagumbayan,04/01/2023,0,8
RIZAL,ANGONO,Kalayaan,04/01/2023,28,30
RIZAL,ANGONO,Mahabang Parang,04/01/2023,50,81
RIZAL,ANGONO,Poblacion Ibaba,04/01/2023,7,11
RIZAL,ANGONO,Poblacion Itaas,04/01/2023,0,0
RIZAL,ANGONO,San Isidro,04/01/2023,70,86
RIZAL,ANGONO,San Pedro,04/01/2023,1,0
RIZAL,ANGONO,San Roque,04/01/2023,27,23
RIZAL,ANGONO,San Vicente,04/01/2023,34,45
RIZAL,ANGONO,Santo Niño,04/01/2023,7,6
RIZAL,TAYTAY,San Juan,04/01/2023,115,145
RIZAL,TAYTAY,Muzon,04/01/2023,41,41
RIZAL,TAYTAY,Santa Ana,04/01/2023,61,73
RIZAL,CAINTA,Santa Rosa,04/01/2023,3,2
RIZAL,CAINTA,Santo Niño,04/01/2023,1,11
RIZAL,CAINTA,San Juan,04/01/2023,117,156
RIZAL,CAINTA,Santo Domingo,04/01/2023,43,56
RIZAL,CAINTA,San Isidro,04/01/2023,47,63
RIZAL,CAINTA,San Roque,04/01/2023,28,27
RIZAL,CAINTA,San Andres (Pob.),04/01/2023,116,117
RIZAL,TAYTAY,San Isidro,05/01/2023,38,51
RIZAL,TAYTAY,Dolores (Pob.),05/01/2023,85,93
RIZAL,CITY OF ANTIPOLO,Bagong Nayon,05/01/2023,90,111
RIZAL,CITY OF ANTIPOLO,Beverly Hills,05/01/2023,5,1
RIZAL,CITY OF ANTIPOLO,Calawis,05/01/2023,7,8
RIZAL,CITY OF ANTIPOLO,Cupang,05/01/2023,124,106
RIZAL,CITY OF ANTIPOLO,Dalig,05/01/2023,120,139
RIZAL,CITY OF ANTIPOLO,Dela Paz (Pob.),05/01/2023,146,166
RIZAL,CITY OF ANTIPOLO,Inarawan,05/01/2023,53,66
RIZAL,CITY OF ANTIPOLO,Mambugan,05/01/2023,75,108
RIZAL,CITY OF ANTIPOLO,Mayamot,05/01/2023,88,130
RIZAL,CITY OF ANTIPOLO,Muntingdilaw,05/01/2023,18,21
RIZAL,CITY OF ANTIPOLO,San Isidro (Pob.),05/01/2023,136,135
RIZAL,CITY OF ANTIPOLO,San Jose (Pob.),05/01/2023,238,288
RIZAL,CITY OF ANTIPOLO,San Juan,05/01/2023,20,16
RIZAL,CITY OF ANTIPOLO,San Luis,05/01/2023,118,155
RIZAL,CITY OF ANTIPOLO,San Roque (Pob.),05/01/2023,147,177
RIZAL,CITY OF ANTIPOLO,Santa Cruz,05/01/2023,106,124
RIZAL,ANGONO,Bagumbayan,05/01/2023,9,7
RIZAL,ANGONO,Kalayaan,05/01/2023,42,39
RIZAL,ANGONO,Mahabang Parang,05/01/2023,66,93
RIZAL,ANGONO,Poblacion Ibaba,05/01/2023,13,17
RIZAL,ANGONO,Poblacion Itaas,05/01/2023,4,7
RIZAL,ANGONO,San Isidro,05/01/2023,75,120
RIZAL,ANGONO,San Pedro,05/01/2023,6,3
RIZAL,ANGONO,San Roque,05/01/2023,34,37
RIZAL,ANGONO,San Vicente,05/01/2023,34,40
RIZAL,ANGONO,Santo Niño,05/01/2023,7,9
RIZAL,TAYTAY,San Juan,05/01/2023,146,138
RIZAL,TAYTAY,Muzon,05/01/2023,39,36
RIZAL,TAYTAY,Santa Ana,05/01/2023,56,71
RIZAL,CAINTA,San Andres (Pob.),05/01/2023,111,132
RIZAL,CAINTA,Santo Domingo,05/01/2023,66,84
RIZAL,CAINTA,San Juan,05/01/2023,142,156
RIZAL,CAINTA,San Isidro,05/01/2023,75,83
RIZAL,CAINTA,Santo Niño,05/01/2023,1,15
RIZAL,CAINTA,Santa Rosa,05/01/2023,6,5
RIZAL,CAINTA,San Roque,05/01/2023,42,38
RIZAL,TAYTAY,Dolores (Pob.),06/01/2023,61,87
RIZAL,CITY OF ANTIPOLO,Bagong Nayon,06/01/2023,59,56
RIZAL,CITY OF ANTIPOLO,Beverly Hills,06/01/2023,4,1
RIZAL,CITY OF ANTIPOLO,Calawis,06/01/2023,8,10
RIZAL,CITY OF ANTIPOLO,Cupang,06/01/2023,73,84
RIZAL,CITY OF ANTIPOLO,Dalig,06/01/2023,93,115
RIZAL,CITY OF ANTIPOLO,Dela Paz (Pob.),06/01/2023,116,160
RIZAL,CITY OF ANTIPOLO,Inarawan,06/01/2023,56,55
RIZAL,CITY OF ANTIPOLO,Mambugan,06/01/2023,64,75
RIZAL,CITY OF ANTIPOLO,Mayamot,06/01/2023,71,88
RIZAL,CITY OF ANTIPOLO,Muntingdilaw,06/01/2023,10,14
RIZAL,CITY OF ANTIPOLO,San Isidro (Pob.),06/01/2023,93,86
RIZAL,CITY OF ANTIPOLO,San Jose (Pob.),06/01/2023,177,202
RIZAL,CITY OF ANTIPOLO,San Juan,06/01/2023,9,25
RIZAL,CITY OF ANTIPOLO,San Luis,06/01/2023,92,123
RIZAL,CITY OF ANTIPOLO,San Roque (Pob.),06/01/2023,123,140
RIZAL,CITY OF ANTIPOLO,Santa Cruz,06/01/2023,93,114
RIZAL,ANGONO,San Roque,06/01/2023,28,30
RIZAL,ANGONO,Mahabang Parang,06/01/2023,97,82
RIZAL,ANGONO,San Vicente,06/01/2023,23,38
RIZAL,ANGONO,San Pedro,06/01/2023,4,6
RIZAL,ANGONO,Santo Niño,06/01/2023,10,11
RIZAL,ANGONO,Kalayaan,06/01/2023,34,38
RIZAL,ANGONO,Poblacion Ibaba,06/01/2023,4,10
RIZAL,ANGONO,Bagumbayan,06/01/2023,8,18
RIZAL,ANGONO,Poblacion Itaas,06/01/2023,1,2
RIZAL,ANGONO,San Isidro,06/01/2023,75,103
RIZAL,TAYTAY,San Juan,06/01/2023,127,145
RIZAL,TAYTAY,Muzon,06/01/2023,29,27
RIZAL,TAYTAY,San Isidro,06/01/2023,26,55
RIZAL,TAYTAY,Santa Ana,06/01/2023,68,63
RIZAL,CAINTA,Santo Niño,06/01/2023,9,15
RIZAL,CAINTA,Santa Rosa,06/01/2023,3,4
RIZAL,CAINTA,San Roque,06/01/2023,26,38
RIZAL,CAINTA,Santo Domingo,06/01/2023,40,58
RIZAL,CAINTA,San Andres (Pob.),06/01/2023,107,117
RIZAL,CAINTA,San Juan,06/01/2023,121,131
RIZAL,CAINTA,San Isidro,06/01/2023,38,66
RIZAL,CITY OF ANTIPOLO,Dalig,07/01/2023,103,119
RIZAL,CITY OF ANTIPOLO,Dela Paz (Pob.),07/01/2023,132,196
RIZAL,CITY OF ANTIPOLO,Inarawan,07/01/2023,39,53
RIZAL,CITY OF ANTIPOLO,Mambugan,07/01/2023,73,68
RIZAL,CITY OF ANTIPOLO,Mayamot,07/01/2023,94,88
RIZAL,ANGONO,Santo Niño,07/01/2023,7,3
RIZAL,ANGONO,San Roque,07/01/2023,25,35
RIZAL,ANGONO,Mahabang Parang,07/01/2023,67,76
RIZAL,ANGONO,Kalayaan,07/01/2023,36,38
RIZAL,ANGONO,Bagumbayan,07/01/2023,4,9
RIZAL,ANGONO,Poblacion Itaas,07/01/2023,2,3
RIZAL,ANGONO,San Isidro,07/01/2023,63,76
RIZAL,ANGONO,San Pedro,07/01/2023,4,10
RIZAL,ANGONO,Poblacion Ibaba,07/01/2023,13,13
RIZAL,ANGONO,San Vicente,07/01/2023,33,33
RIZAL,TAYTAY,Dolores (Pob.),07/01/2023,55,93
RIZAL,TAYTAY,Muzon,07/01/2023,30,36
RIZAL,TAYTAY,San Isidro,07/01/2023,35,43
RIZAL,TAYTAY,San Juan,07/01/2023,120,154
RIZAL,TAYTAY,Santa Ana,07/01/2023,64,81
RIZAL,CAINTA,Santa Rosa,07/01/2023,3,3
RIZAL,CAINTA,Santo Niño,07/01/2023,9,18
RIZAL,CAINTA,Santo Domingo,07/01/2023,59,53
RIZAL,CAINTA,San Andres (Pob.),07/01/2023,90,142
RIZAL,CAINTA,San Juan,07/01/2023,118,130
RIZAL,CAINTA,San Isidro,07/01/2023,56,51
RIZAL,CAINTA,San Roque,07/01/2023,28,29
RIZAL,CITY OF ANTIPOLO,Muntingdilaw,07/01/2023,17,16
RIZAL,CITY OF ANTIPOLO,San Isidro (Pob.),07/01/2023,123,133
RIZAL,CITY OF ANTIPOLO,San Jose (Pob.),07/01/2023,226,286
RIZAL,CITY OF ANTIPOLO,San Juan,07/01/2023,14,30
RIZAL,CITY OF ANTIPOLO,San Luis,07/01/2023,119,122
RIZAL,CITY OF ANTIPOLO,San Roque (Pob.),07/01/2023,148,151
RIZAL,CITY OF ANTIPOLO,Santa Cruz,07/01/2023,90,109
RIZAL,CITY OF ANTIPOLO,Bagong Nayon,07/01/2023,67,89
RIZAL,CITY OF ANTIPOLO,Beverly Hills,07/01/2023,6,3
RIZAL,CITY OF ANTIPOLO,Calawis,07/01/2023,7,5
RIZAL,CITY OF ANTIPOLO,Cupang,07/01/2023,87,85
RIZAL,ANGONO,Poblacion Ibaba,08/01/2023,10,6
RIZAL,ANGONO,San Roque,08/01/2023,35,41
RIZAL,ANGONO,Kalayaan,08/01/2023,37,51
RIZAL,ANGONO,Santo Niño,08/01/2023,9,12
RIZAL,ANGONO,Bagumbayan,08/01/2023,9,6
RIZAL,ANGONO,Poblacion Itaas,08/01/2023,1,2
RIZAL,ANGONO,San Pedro,08/01/2023,9,9
RIZAL,ANGONO,Mahabang Parang,08/01/2023,83,94
RIZAL,ANGONO,San Vicente,08/01/2023,63,59
RIZAL,ANGONO,San Isidro,08/01/2023,79,89
RIZAL,TAYTAY,Dolores (Pob.),08/01/2023,64,74
RIZAL,TAYTAY,Muzon,08/01/2023,31,34
RIZAL,TAYTAY,San Isidro,08/01/2023,33,40
RIZAL,TAYTAY,San Juan,08/01/2023,129,128
RIZAL,TAYTAY,Santa Ana,08/01/2023,52,82
RIZAL,CAINTA,Santo Domingo,08/01/2023,60,81
RIZAL,CAINTA,San Roque,08/01/2023,44,49
RIZAL,CAINTA,San Andres (Pob.),08/01/2023,130,147
RIZAL,CAINTA,Santa Rosa,08/01/2023,2,6
RIZAL,CAINTA,Santo Niño,08/01/2023,6,6
RIZAL,CAINTA,San Isidro,08/01/2023,57,85
RIZAL,CAINTA,San Juan,08/01/2023,119,140
RIZAL,CITY OF ANTIPOLO,Bagong Nayon,08/01/2023,65,83
RIZAL,CITY OF ANTIPOLO,Cupang,08/01/2023,88,111
RIZAL,CITY OF ANTIPOLO,Dalig,08/01/2023,116,140
RIZAL,CITY OF ANTIPOLO,Dela Paz (Pob.),08/01/2023,133,175
RIZAL,CITY OF ANTIPOLO,Inarawan,08/01/2023,44,67
RIZAL,CITY OF ANTIPOLO,Mambugan,08/01/2023,72,96
RIZAL,CITY OF ANTIPOLO,Mayamot,08/01/2023,91,125
RIZAL,CITY OF ANTIPOLO,Muntingdilaw,08/01/2023,12,17
RIZAL,CITY OF ANTIPOLO,San Isidro (Pob.),08/01/2023,118,160
RIZAL,CITY OF ANTIPOLO,San Jose (Pob.),08/01/2023,224,263
RIZAL,CITY OF ANTIPOLO,San Juan,08/01/2023,11,19
RIZAL,CITY OF ANTIPOLO,San Luis,08/01/2023,108,127
RIZAL,CITY OF ANTIPOLO,San Roque (Pob.),08/01/2023,148,191
RIZAL,CITY OF ANTIPOLO,Santa Cruz,08/01/2023,124,109
RIZAL,CITY OF ANTIPOLO,Calawis,08/01/2023,6,9
RIZAL,CITY OF ANTIPOLO,Beverly Hills,08/01/2023,3,4
RIZAL,ANGONO,Poblacion Itaas,09/01/2023,0,1
RIZAL,ANGONO,Bagumbayan,09/01/2023,7,10
RIZAL,ANGONO,San Roque,09/01/2023,35,65
RIZAL,ANGONO,Poblacion Ibaba,09/01/2023,14,15
RIZAL,ANGONO,San Pedro,09/01/2023,6,11
RIZAL,ANGONO,San Isidro,09/01/2023,83,132
RIZAL,ANGONO,Santo Niño,09/01/2023,10,16
RIZAL,ANGONO,Kalayaan,09/01/2023,34,65
RIZAL,ANGONO,Mahabang Parang,09/01/2023,78,94
RIZAL,ANGONO,San Vicente,09/01/2023,58,71
RIZAL,TAYTAY,Dolores (Pob.),09/01/2023,86,92
RIZAL,TAYTAY,San Juan,09/01/2023,162,137
RIZAL,TAYTAY,Muzon,09/01/2023,42,49
RIZAL,TAYTAY,San Isidro,09/01/2023,43,51
RIZAL,TAYTAY,Santa Ana,09/01/2023,65,76
RIZAL,CAINTA,San Andres (Pob.),09/01/2023,116,146
RIZAL,CAINTA,San Roque,09/01/2023,31,50
RIZAL,CAINTA,San Juan,09/01/2023,117,164
RIZAL,CAINTA,Santo Domingo,09/01/2023,44,86
RIZAL,CAINTA,Santa Rosa,09/01/2023,6,4
RIZAL,CAINTA,Santo Niño,09/01/2023,6,11
RIZAL,CAINTA,San Isidro,09/01/2023,64,57
RIZAL,CITY OF ANTIPOLO,Muntingdilaw,09/01/2023,16,18
RIZAL,CITY OF ANTIPOLO,Calawis,09/01/2023,12,17
RIZAL,CITY OF ANTIPOLO,Cupang,09/01/2023,128,97
RIZAL,CITY OF ANTIPOLO,Dela Paz (Pob.),09/01/2023,174,228
RIZAL,CITY OF ANTIPOLO,Mayamot,09/01/2023,104,147
RIZAL,CITY OF ANTIPOLO,San Isidro (Pob.),09/01/2023,127,172
RIZAL,CITY OF ANTIPOLO,San Jose (Pob.),09/01/2023,266,315
RIZAL,CITY OF ANTIPOLO,San Roque (Pob.),09/01/2023,160,229
RIZAL,CITY OF ANTIPOLO,Mambugan,09/01/2023,66,113
RIZAL,CITY OF ANTIPOLO,Bagong Nayon,09/01/2023,79,106
RIZAL,CITY OF ANTIPOLO,Beverly Hills,09/01/2023,7,1
RIZAL,CITY OF ANTIPOLO,Dalig,09/01/2023,120,189
RIZAL,CITY OF ANTIPOLO,Inarawan,09/01/2023,57,66
RIZAL,CITY OF ANTIPOLO,San Juan,09/01/2023,26,27
RIZAL,CITY OF ANTIPOLO,San Luis,09/01/2023,150,165
RIZAL,CITY OF ANTIPOLO,Santa Cruz,09/01/2023,124,183
RIZAL,ANGONO,Poblacion Ibaba,10/01/2023,10,15
RIZAL,ANGONO,Kalayaan,10/01/2023,33,67
RIZAL,ANGONO,Poblacion Itaas,10/01/2023,0,0
RIZAL,ANGONO,Bagumbayan,10/01/2023,8,5
RIZAL,ANGONO,San Vicente,10/01/2023,48,48
RIZAL,ANGONO,San Roque,10/01/2023,30,37
RIZAL,ANGONO,Santo Niño,10/01/2023,15,10
RIZAL,ANGONO,Mahabang Parang,10/01/2023,90,96
RIZAL,ANGONO,San Isidro,10/01/2023,79,127
RIZAL,ANGONO,San Pedro,10/01/2023,5,16
RIZAL,TAYTAY,Dolores (Pob.),10/01/2023,105,120
RIZAL,TAYTAY,Muzon,10/01/2023,36,41
RIZAL,TAYTAY,San Isidro,10/01/2023,42,53
RIZAL,TAYTAY,San Juan,10/01/2023,169,171
RIZAL,TAYTAY,Santa Ana,10/01/2023,59,96
RIZAL,CAINTA,San Roque,10/01/2023,21,27
RIZAL,CAINTA,Santo Domingo,10/01/2023,47,53
RIZAL,CAINTA,San Andres (Pob.),10/01/2023,107,124
RIZAL,CAINTA,San Juan,10/01/2023,100,103
RIZAL,CAINTA,Santo Niño,10/01/2023,8,17
RIZAL,CAINTA,Santa Rosa,10/01/2023,0,0
RIZAL,CAINTA,San Isidro,10/01/2023,29,64
RIZAL,CITY OF ANTIPOLO,Muntingdilaw,10/01/2023,7,19
RIZAL,CITY OF ANTIPOLO,Calawis,10/01/2023,12,12
RIZAL,CITY OF ANTIPOLO,Cupang,10/01/2023,139,146
RIZAL,CITY OF ANTIPOLO,Dela Paz (Pob.),10/01/2023,191,283
RIZAL,CITY OF ANTIPOLO,Mayamot,10/01/2023,127,141
RIZAL,CITY OF ANTIPOLO,San Isidro (Pob.),10/01/2023,148,165
RIZAL,CITY OF ANTIPOLO,San Jose (Pob.),10/01/2023,317,384
RIZAL,CITY OF ANTIPOLO,San Roque (Pob.),10/01/2023,189,266
RIZAL,CITY OF ANTIPOLO,Mambugan,10/01/2023,95,116
RIZAL,CITY OF ANTIPOLO,Bagong Nayon,10/01/2023,91,140
RIZAL,CITY OF ANTIPOLO,Beverly Hills,10/01/2023,6,12
RIZAL,CITY OF ANTIPOLO,Dalig,10/01/2023,134,185
RIZAL,CITY OF ANTIPOLO,Inarawan,10/01/2023,64,81
RIZAL,CITY OF ANTIPOLO,San Juan,10/01/2023,33,30
RIZAL,CITY OF ANTIPOLO,San Luis,10/01/2023,138,212
RIZAL,CITY OF ANTIPOLO,Santa Cruz,10/01/2023,142,169
RIZAL,ANGONO,San Roque,11/01/2023,32,39
RIZAL,ANGONO,Kalayaan,11/01/2023,41,59
RIZAL,ANGONO,Poblacion Ibaba,11/01/2023,10,14
RIZAL,ANGONO,San Isidro,11/01/2023,93,101
RIZAL,ANGONO,Mahabang Parang,11/01/2023,74,115
RIZAL,ANGONO,Santo Niño,11/01/2023,11,12
RIZAL,ANGONO,Bagumbayan,11/01/2023,9,7
RIZAL,ANGONO,Poblacion Itaas,11/01/2023,0,1
RIZAL,ANGONO,San Pedro,11/01/2023,5,10
RIZAL,ANGONO,San Vicente,11/01/2023,35,32
RIZAL,TAYTAY,Dolores (Pob.),11/01/2023,69,84
RIZAL,TAYTAY,Muzon,11/01/2023,21,27
RIZAL,TAYTAY,San Isidro,11/01/2023,33,35
RIZAL,TAYTAY,San Juan,11/01/2023,97,134
RIZAL,TAYTAY,Santa Ana,11/01/2023,50,66
RIZAL,CAINTA,Santo Domingo,11/01/2023,35,64
RIZAL,CAINTA,San Andres (Pob.),11/01/2023,117,130
RIZAL,CAINTA,San Isidro,11/01/2023,44,75
RIZAL,CAINTA,San Juan,11/01/2023,110,122
RIZAL,CAINTA,San Roque,11/01/2023,42,32
RIZAL,CAINTA,Santa Rosa,11/01/2023,1,2
RIZAL,CAINTA,Santo Niño,11/01/2023,11,8
RIZAL,CITY OF ANTIPOLO,Beverly Hills,11/01/2023,5,8
RIZAL,CITY OF ANTIPOLO,Calawis,11/01/2023,28,25
RIZAL,CITY OF ANTIPOLO,Cupang,11/01/2023,134,126
RIZAL,CITY OF ANTIPOLO,Dalig,11/01/2023,138,188
RIZAL,CITY OF ANTIPOLO,Dela Paz (Pob.),11/01/2023,195,260
RIZAL,CITY OF ANTIPOLO,Inarawan,11/01/2023,62,74
RIZAL,CITY OF ANTIPOLO,Mambugan,11/01/2023,102,128
RIZAL,CITY OF ANTIPOLO,Mayamot,11/01/2023,122,161
RIZAL,CITY OF ANTIPOLO,Muntingdilaw,11/01/2023,14,13
RIZAL,CITY OF ANTIPOLO,San Isidro (Pob.),11/01/2023,160,186
RIZAL,CITY OF ANTIPOLO,Bagong Nayon,11/01/2023,109,125
RIZAL,CITY OF ANTIPOLO,San Jose (Pob.),11/01/2023,317,377
RIZAL,CITY OF ANTIPOLO,San Juan,11/01/2023,27,23
RIZAL,CITY OF ANTIPOLO,San Luis,11/01/2023,152,160
RIZAL,CITY OF ANTIPOLO,San Roque (Pob.),11/01/2023,214,264
RIZAL,CITY OF ANTIPOLO,Santa Cruz,11/01/2023,157,169
RIZAL,ANGONO,Bagumbayan,12/01/2023,2,5
RIZAL,ANGONO,Kalayaan,12/01/2023,41,52
RIZAL,ANGONO,Mahabang Parang,12/01/2023,76,97
RIZAL,ANGONO,Poblacion Ibaba,12/01/2023,13,15
RIZAL,ANGONO,Poblacion Itaas,12/01/2023,0,2
RIZAL,ANGONO,San Isidro,12/01/2023,74,98
RIZAL,ANGONO,San Pedro,12/01/2023,3,1
RIZAL,ANGONO,San Roque,12/01/2023,29,26
RIZAL,ANGONO,San Vicente,12/01/2023,36,56
RIZAL,ANGONO,Santo Niño,12/01/2023,5,5
RIZAL,TAYTAY,San Juan,12/01/2023,121,119
RIZAL,TAYTAY,Dolores (Pob.),12/01/2023,63,70
RIZAL,TAYTAY,Muzon,12/01/2023,35,29
RIZAL,TAYTAY,San Isidro,12/01/2023,35,40
RIZAL,TAYTAY,Santa Ana,12/01/2023,49,40
RIZAL,CAINTA,San Andres (Pob.),12/01/2023,106,120
RIZAL,CAINTA,Santo Domingo,12/01/2023,42,52
RIZAL,CAINTA,San Juan,12/01/2023,19,23
RIZAL,CAINTA,San Roque,12/01/2023,38,32
RIZAL,CAINTA,San Isidro,12/01/2023,25,60
RIZAL,CAINTA,Santa Rosa,12/01/2023,2,4
RIZAL,CAINTA,Santo Niño,12/01/2023,5,12
RIZAL,CITY OF ANTIPOLO,Beverly Hills,12/01/2023,0,0
RIZAL,CITY OF ANTIPOLO,Calawis,12/01/2023,2,7
RIZAL,CITY OF ANTIPOLO,Cupang,12/01/2023,37,53
RIZAL,CITY OF ANTIPOLO,Dalig,12/01/2023,29,57
RIZAL,CITY OF ANTIPOLO,Dela Paz (Pob.),12/01/2023,63,76
RIZAL,CITY OF ANTIPOLO,Inarawan,12/01/2023,20,25
RIZAL,CITY OF ANTIPOLO,Mambugan,12/01/2023,29,43
RIZAL,CITY OF ANTIPOLO,Mayamot,12/01/2023,40,46
RIZAL,CITY OF ANTIPOLO,Muntingdilaw,12/01/2023,4,6
RIZAL,CITY OF ANTIPOLO,San Isidro (Pob.),12/01/2023,54,57
RIZAL,CITY OF ANTIPOLO,Bagong Nayon,12/01/2023,34,35
RIZAL,CITY OF ANTIPOLO,San Jose (Pob.),12/01/2023,92,110
RIZAL,CITY OF ANTIPOLO,San Juan,12/01/2023,9,11
RIZAL,CITY OF ANTIPOLO,San Luis,12/01/2023,49,47
RIZAL,CITY OF ANTIPOLO,San Roque (Pob.),12/01/2023,70,91
RIZAL,CITY OF ANTIPOLO,Santa Cruz,12/01/2023,44,53
RIZAL,ANGONO,Bagumbayan,01/01/2022,5,7
RIZAL,ANGONO,Bagumbayan,02/01/2022,3,0
RIZAL,ANGONO,Bagumbayan,03/01/2022,4,2
RIZAL,ANGONO,Bagumbayan,04/01/2022,4,10
RIZAL,ANGONO,Bagumbayan,05/01/2022,3,6
RIZAL,ANGONO,Bagumbayan,06/01/2022,6,7
RIZAL,ANGONO,Bagumbayan,07/01/2022,4,2
RIZAL,ANGONO,Bagumbayan,08/01/2022,3,10
RIZAL,ANGONO,Bagumbayan,09/01/2022,2,5
RIZAL,ANGONO,Bagumbayan,10/01/2022,8,7
RIZAL,ANGONO,Bagumbayan,11/01/2022,3,3
RIZAL,ANGONO,Bagumbayan,12/01/2022,5,3
RIZAL,ANGONO,Kalayaan,01/01/2022,31,19
RIZAL,ANGONO,Kalayaan,02/01/2022,18,30
RIZAL,ANGONO,Kalayaan,03/01/2022,21,40
RIZAL,ANGONO,Kalayaan,04/01/2022,24,22
RIZAL,ANGONO,Kalayaan,05/01/2022,28,36
RIZAL,ANGONO,Kalayaan,06/01/2022,33,33
RIZAL,ANGONO,Kalayaan,07/01/2022,32,38
RIZAL,ANGONO,Kalayaan,08/01/2022,21,28
RIZAL,ANGONO,Kalayaan,09/01/2022,19,27
RIZAL,ANGONO,Kalayaan,10/01/2022,22,26
RIZAL,ANGONO,Kalayaan,11/01/2022,25,25
RIZAL,ANGONO,Kalayaan,12/01/2022,29,30
RIZAL,ANGONO,Mahabang Parang,01/01/2022,37,48
RIZAL,ANGONO,Mahabang Parang,02/01/2022,34,65
RIZAL,ANGONO,Mahabang Parang,03/01/2022,46,71
RIZAL,ANGONO,Mahabang Parang,04/01/2022,56,36
RIZAL,ANGONO,Mahabang Parang,05/01/2022,54,57
RIZAL,ANGONO,Mahabang Parang,06/01/2022,55,58
RIZAL,ANGONO,Mahabang Parang,07/01/2022,54,56
RIZAL,ANGONO,Mahabang Parang,08/01/2022,58,53
RIZAL,ANGONO,Mahabang Parang,09/01/2022,60,55
RIZAL,ANGONO,Mahabang Parang,10/01/2022,18,24
RIZAL,ANGONO,Mahabang Parang,11/01/2022,36,48
RIZAL,ANGONO,Mahabang Parang,12/01/2022,51,64
RIZAL,ANGONO,Poblacion Ibaba,01/01/2022,6,6
RIZAL,ANGONO,Poblacion Ibaba,02/01/2022,5,2
RIZAL,ANGONO,Poblacion Ibaba,03/01/2022,16,11
RIZAL,ANGONO,Poblacion Ibaba,04/01/2022,6,4
RIZAL,ANGONO,Poblacion Ibaba,05/01/2022,8,14
RIZAL,ANGONO,Poblacion Ibaba,06/01/2022,4,6
RIZAL,ANGONO,Poblacion Ibaba,07/01/2022,6,5
RIZAL,ANGONO,Poblacion Ibaba,08/01/2022,9,5
RIZAL,ANGONO,Poblacion Ibaba,09/01/2022,6,8
RIZAL,ANGONO,Poblacion Ibaba,10/01/2022,6,5
RIZAL,ANGONO,Poblacion Ibaba,11/01/2022,4,8
RIZAL,ANGONO,Poblacion Ibaba,12/01/2022,6,8
RIZAL,ANGONO,Poblacion Itaas,01/01/2022,1,3
RIZAL,ANGONO,Poblacion Itaas,02/01/2022,1,0
RIZAL,ANGONO,Poblacion Itaas,03/01/2022,1,2
RIZAL,ANGONO,Poblacion Itaas,04/01/2022,0,2
RIZAL,ANGONO,Poblacion Itaas,05/01/2022,0,0
RIZAL,ANGONO,Poblacion Itaas,06/01/2022,0,0
RIZAL,ANGONO,Poblacion Itaas,07/01/2022,1,2
RIZAL,ANGONO,Poblacion Itaas,08/01/2022,2,3
RIZAL,ANGONO,Poblacion Itaas,09/01/2022,0,1
RIZAL,ANGONO,Poblacion Itaas,10/01/2022,3,1
RIZAL,ANGONO,Poblacion Itaas,11/01/2022,1,1
RIZAL,ANGONO,Poblacion Itaas,12/01/2022,1,1
